CreateTime,Sender,StrContent,Type,Topic,Emotion,DayType
2024-01-08 22:39:00,Partner B,rent went through?,text,chores,flat,normal
2024-01-08 22:45:02,Partner B,sleep soon,text,family,flat,normal
2024-01-08 22:59:01,Partner B,sleep soon,text,work,flat,normal
2024-01-08 23:02:06,Partner A,[image],image,food,flat,normal
2024-01-08 23:08:02,Partner A,what are we eating,text,food,flat,normal
2024-01-08 23:13:41,Partner A,split this one?,text,money,flat,normal
2024-01-08 23:25:10,Partner A,wait,text,sleep,flat,normal
2024-01-09 00:02:09,Partner A,omg why is delivery so expensive,text,money,flat,normal
2024-01-09 00:02:11,Partner B,ten mins if traffic behaves,text,commute,flat,normal
2024-01-09 00:04:08,Partner A,"don't buy milk, we still have some?",text,food,flat,normal
2024-01-09 00:07:11,Partner B,heading out i ordered detergent?,text,chores,flat,normal
2024-01-09 00:12:07,Partner A,presentation is finally done,text,work,flat,normal
2024-01-09 00:13:01,Partner A,are you sleeping,text,commute,flat,normal
2024-01-09 00:13:12,Partner A,are you sleeping,text,food,flat,normal
2024-01-09 00:18:00,Partner A,ah,text,chores,flat,normal
2024-01-09 00:46:12,Partner B,[voice 21s],voice,conflict,frustrated,normal
2024-01-09 00:47:11,Partner B,one sec,text,sleep,flat,normal
2024-01-09 00:56:24,Partner A,lol my manager moved the meeting again?,text,work,flat,normal
2024-01-09 08:03:05,Partner A,?,text,work,flat,normal
2024-01-09 08:07:08,Partner A,look,text,food,flat,normal
2024-01-09 08:09:04,Partner A,i'm downstairs,text,commute,flat,normal
2024-01-09 08:10:02,Partner A,omg,text,work,flat,normal
2024-01-09 08:11:09,Partner B,morning,text,plans,flat,normal
2024-01-09 08:17:00,Partner A,lol i need to complain for five minutes,text,work,flat,normal
2024-01-09 08:18:11,Partner A,arrived,text,repair,repairing,normal
2024-01-09 08:19:33,Partner A,arrived,text,chores,flat,normal
2024-01-09 08:27:11,Partner B,"don't rush i know, sorry, i should have sent one message",text,conflict,frustrated,normal
2024-01-09 08:29:15,Partner A,i don't want to fight,text,repair,repairing,normal
2024-01-09 08:43:06,Partner A,nooo,text,food,flat,normal
2024-01-09 08:51:11,Partner A,lol,text,chores,flat,normal
2024-01-09 08:54:00,Partner B,"train is delayed again, sorry",text,commute,flat,normal
2024-01-09 08:57:07,Partner A,not funny,text,commute,flat,normal
2024-01-09 09:28:12,Partner A,tired,text,commute,flat,normal
2024-01-09 12:07:06,Partner B,one sec,text,chores,flat,normal
2024-01-09 12:11:03,Partner A,eat what,text,food,flat,normal
2024-01-09 12:11:26,Partner B,goodnight,text,sleep,flat,normal
2024-01-09 12:21:09,Partner A,tired,text,work,flat,normal
2024-01-09 12:22:05,Partner A,my manager moved the meeting again,text,work,flat,normal
2024-01-09 12:23:11,Partner A,tired,text,plans,flat,normal
2024-01-09 12:32:11,Partner B,alarm set,text,sleep,flat,normal
2024-01-09 12:33:04,Partner A,nooo,text,plans,flat,normal
2024-01-09 12:36:03,Partner A,eat what,text,plans,flat,normal
2024-01-09 12:41:11,Partner A,[image],image,commute,flat,normal
2024-01-09 12:52:01,Partner B,don't rush proud of you,text,affection,warm,normal
2024-01-09 13:05:20,Partner A,presentation is finally done,text,work,flat,normal
2024-01-09 13:06:07,Partner B,close your laptop,text,sleep,flat,normal
2024-01-09 13:06:09,Partner A,miss you,text,plans,flat,normal
2024-01-09 13:09:11,Partner A,?,text,food,flat,normal
2024-01-09 13:24:02,Partner A,miss you,text,plans,flat,normal
2024-01-09 13:25:03,Partner B,one sec,text,family,flat,normal
2024-01-09 18:02:04,Partner A,arrived,text,work,flat,normal
2024-01-09 18:04:00,Partner A,omg we need to decide,text,plans,flat,normal
2024-01-09 18:07:06,Partner B,my bad goodnight,text,sleep,flat,normal
2024-01-09 18:09:10,Partner A,arrived,text,sleep,flat,normal
2024-01-09 18:11:35,Partner B,i'll take the package,text,chores,flat,normal
2024-01-09 18:13:04,Partner B,sleep first,text,sleep,flat,normal
2024-01-09 18:17:11,Partner A,[image],image,food,flat,normal
2024-01-09 18:19:06,Partner A,where are you,text,plans,flat,normal
2024-01-09 18:22:02,Partner B,ten minutes if traffic behaves,text,commute,flat,normal
2024-01-09 18:24:15,Partner A,i bought coffee already?,text,food,flat,normal
2024-01-09 18:26:01,Partner A,arrived,text,work,flat,normal
2024-01-09 18:27:21,Partner B,"i'll reply after standup, not ignoring you",text,work,flat,normal
2024-01-09 18:29:12,Partner B,heading out i'll clean it tonight,text,chores,flat,normal
2024-01-09 18:34:04,Partner A,?,text,food,flat,normal
2024-01-09 18:40:09,Partner A,my manager moved the meeting again,text,work,flat,normal
2024-01-09 18:46:11,Partner A,eat what,text,chores,flat,normal
2024-01-09 18:47:08,Partner A,i missed the bus,text,commute,flat,normal
2024-01-09 18:52:02,Partner A,eat what,text,plans,flat,normal
2024-01-09 18:53:06,Partner A,don't forget your id,text,plans,flat,normal
2024-01-09 18:58:10,Partner A,ah,text,plans,flat,normal
2024-01-09 19:00:00,Partner A,lol,text,sleep,flat,normal
2024-01-09 19:00:00,Partner A,where are you,text,commute,flat,normal
2024-01-09 19:16:06,Partner B,one sec don't get another iced drink,text,food,flat,normal
2024-01-09 19:17:09,Partner B,ok,text,food,flat,normal
2024-01-09 19:34:02,Partner A,i forgot to pay you back?,text,money,flat,normal
2024-01-09 19:35:50,Partner A,dad is being dramatic again,text,family,flat,normal
2024-01-09 19:42:05,Partner A,not funny,text,food,flat,normal
2024-01-09 19:44:08,Partner A,[image],image,commute,flat,normal
2024-01-09 19:45:00,Partner B,bring the charger?,text,plans,flat,normal
2024-01-09 19:45:05,Partner B,let's do the later show,text,plans,flat,normal
2024-01-09 19:49:12,Partner A,not funny,text,food,flat,normal
2024-01-09 19:56:00,Partner A,wait,text,food,flat,normal
2024-01-09 19:59:06,Partner A,where are you,text,commute,flat,normal
2024-01-09 22:01:01,Partner A,trash day is tomorrow,text,chores,flat,normal
2024-01-09 22:01:01,Partner B,home,text,work,flat,normal
2024-01-09 22:06:04,Partner A,nooo,text,food,flat,normal
2024-01-09 22:09:04,Partner B,receipt is in the bag,text,money,flat,normal
2024-01-09 22:21:11,Partner A,are you sleeping,text,repair,repairing,normal
2024-01-09 22:24:05,Partner A,goodnight,text,sleep,flat,normal
2024-01-09 22:29:10,Partner A,are you sleeping,text,food,flat,normal
2024-01-09 22:34:00,Partner A,"i swear don't buy milk, we still have some?",text,food,flat,normal
2024-01-09 22:34:06,Partner A,i want noodles?,text,food,flat,normal
2024-01-09 22:34:08,Partner A,not funny,text,plans,flat,normal
2024-01-09 22:39:06,Partner B,sleep soon,text,chores,flat,normal
2024-01-09 22:41:02,Partner B,home,text,plans,flat,normal
2024-01-09 22:45:03,Partner B,sleep soon,text,work,flat,normal
2024-01-09 22:46:00,Partner A,not funny,text,commute,flat,normal
2024-01-09 23:04:00,Partner B,heading out next time i'll say it earlier instead of vanishing,text,repair,repairing,normal
2024-01-09 23:06:02,Partner A,i bought coffee already?,text,food,flat,normal
2024-01-09 23:07:05,Partner B,i can cook eggs,text,food,flat,normal
2024-01-09 23:17:00,Partner A,nooo,text,chores,flat,normal
2024-01-09 23:19:00,Partner A,fine,text,chores,flat,normal
2024-01-09 23:20:09,Partner A,wait come here?,text,affection,warm,normal
2024-01-09 23:23:00,Partner A,not funny,text,food,flat,normal
2024-01-09 23:25:04,Partner B,meeting,text,commute,flat,normal
2024-01-09 23:47:01,Partner B,don't rush rice or noodles?,text,food,flat,normal
2024-01-09 23:49:11,Partner A,come home safe?,text,repair,repairing,normal
2024-01-09 23:51:02,Partner B,later,text,work,flat,normal
2024-01-09 23:52:34,Partner A,fine,text,food,flat,normal
2024-01-09 23:55:08,Partner A,i paid the electricity bill?,text,chores,flat,normal
2024-01-10 00:00:12,Partner B,i'll check the weather?,text,plans,flat,normal
2024-01-10 00:06:10,Partner A,arrived,text,sleep,flat,normal
2024-01-10 00:07:01,Partner B,i'll pick you up after this last call,text,commute,flat,normal
2024-01-10 00:12:08,Partner A,goodnight,text,sleep,flat,normal
2024-01-10 00:14:05,Partner B,sleep first?,text,sleep,flat,normal
2024-01-10 00:21:09,Partner B,later,text,plans,flat,normal
2024-01-10 00:43:02,Partner B,home,text,chores,flat,normal
2024-01-10 00:50:12,Partner B,eat first,text,food,flat,normal
2024-01-10 00:59:12,Partner A,i missed the bus,text,commute,flat,normal
2024-01-10 12:20:23,Partner B,sure,text,sleep,distracted,busy
2024-01-10 12:46:05,Partner A,wait,text,work,distracted,busy
2024-01-10 12:49:12,Partner B,code review is still going?,text,work,distracted,busy
2024-01-10 20:49:07,Partner B,next time i'll say it earlier instead of vanishing,text,repair,repairing,busy
2024-01-10 20:51:10,Partner A,traffic is not moving?,text,commute,distracted,busy
2024-01-10 21:00:09,Partner B,i'll pick you up after this last call,text,commute,distracted,busy
2024-01-10 21:04:05,Partner B,my bad,text,affection,warm,busy
2024-01-10 22:08:00,Partner A,where are you,text,work,distracted,busy
2024-01-10 22:20:09,Partner A,?,text,work,distracted,busy
2024-01-10 22:21:00,Partner A,that felt bad,text,conflict,frustrated,busy
2024-01-10 22:22:12,Partner A,fine,text,commute,distracted,busy
2024-01-10 22:52:46,Partner A,movie or dinner first,text,plans,distracted,busy
2024-01-10 22:56:05,Partner B,rice or noodles,text,food,distracted,busy
2024-01-10 23:18:04,Partner A,where are you,text,work,distracted,busy
2024-01-10 23:25:04,Partner B,"i'll reply after standup, not ignoring you",text,work,distracted,busy
2024-01-10 23:49:38,Partner A,i am drowning in slides?,text,work,distracted,busy
2024-01-10 23:55:07,Partner A,that felt bad,text,conflict,frustrated,busy
2024-01-10 23:57:09,Partner A,call me for two minutes,text,sleep,distracted,busy
2024-01-11 07:05:29,Partner A,[voice 37s],voice,affection,warm,distance
2024-01-11 07:07:10,Partner B,don't rush i have one more meeting before i can leave,text,work,checking in,distance
2024-01-11 07:16:06,Partner B,heading out close your laptop?,text,sleep,checking in,distance
2024-01-11 07:30:02,Partner A,look,text,commute,checking in,distance
2024-01-11 07:31:10,Partner B,mom said saturday works,text,family,checking in,distance
2024-01-11 07:33:11,Partner B,morning,text,affection,warm,distance
2024-01-11 07:40:23,Partner B,on my way,text,food,checking in,distance
2024-01-11 07:41:50,Partner A,?,text,money,checking in,distance
2024-01-11 08:04:05,Partner B,my bad,text,family,checking in,distance
2024-01-11 08:08:05,Partner A,traffic is not moving?,text,commute,checking in,distance
2024-01-11 08:08:10,Partner A,can we reset?,text,repair,repairing,distance
2024-01-11 08:19:46,Partner B,don't rush,text,affection,warm,distance
2024-01-11 08:27:09,Partner A,?,text,conflict,frustrated,distance
2024-01-11 08:31:05,Partner B,[sticker],sticker,affection,warm,distance
2024-01-11 08:37:05,Partner A,where are you,text,affection,warm,distance
2024-01-11 08:39:10,Partner B,[image],image,commute,checking in,distance
2024-01-11 08:45:18,Partner B,[voice 38s],voice,commute,checking in,distance
2024-01-11 08:49:48,Partner A,come here,text,affection,warm,distance
2024-01-11 08:51:05,Partner B,family chat is chaos?,text,family,checking in,distance
2024-01-11 08:52:02,Partner B,bring the charger,text,plans,checking in,distance
2024-01-11 08:52:09,Partner A,ah,text,commute,checking in,distance
2024-01-11 08:53:10,Partner A,arrived,text,family,checking in,distance
2024-01-11 08:55:08,Partner A,[image],image,commute,checking in,distance
2024-01-11 09:00:00,Partner A,arrived,text,commute,checking in,distance
2024-01-11 09:06:01,Partner A,miss you,text,commute,checking in,distance
2024-01-11 09:11:10,Partner A,pls are we still going tomorrow,text,plans,checking in,distance
2024-01-11 12:00:00,Partner B,close your laptop,text,sleep,checking in,distance
2024-01-11 12:05:11,Partner B,goodnight?,text,sleep,checking in,distance
2024-01-11 12:10:54,Partner A,omg,text,commute,checking in,distance
2024-01-11 12:17:10,Partner B,i can cook eggs,text,food,checking in,distance
2024-01-11 12:22:44,Partner A,are we still going tomorrow,text,plans,checking in,distance
2024-01-11 12:30:03,Partner A,can we reset?,text,repair,repairing,distance
2024-01-11 12:35:03,Partner B,that was cute,text,affection,warm,distance
2024-01-11 12:44:03,Partner A,wait,text,commute,checking in,distance
2024-01-11 12:46:05,Partner B,i can move it to sunday?,text,plans,checking in,distance
2024-01-11 12:52:18,Partner A,?,text,plans,checking in,distance
2024-01-11 12:54:00,Partner A,arrived,text,family,checking in,distance
2024-01-11 12:57:12,Partner A,no because you looked cute today,text,affection,warm,distance
2024-01-11 12:59:00,Partner A,we should stop buying coffee,text,money,checking in,distance
2024-01-11 13:05:08,Partner B,parking is impossible near your building?,text,commute,checking in,distance
2024-01-11 13:06:15,Partner A,?,text,commute,checking in,distance
2024-01-11 13:09:12,Partner A,no because i am at the gate?,text,commute,checking in,distance
2024-01-11 13:10:07,Partner A,where are you,text,conflict,frustrated,distance
2024-01-11 13:14:23,Partner B,bring the charger,text,plans,checking in,distance
2024-01-11 13:22:03,Partner A,lol,text,commute,checking in,distance
2024-01-11 13:25:07,Partner A,miss you,text,affection,warm,distance
2024-01-11 13:25:11,Partner B,i'm on line 2 and the train is crawling,text,commute,checking in,distance
2024-01-11 13:30:11,Partner B,"home safe, babe",text,affection,warm,distance
2024-01-11 13:35:07,Partner A,pls traffic is not moving,text,commute,checking in,distance
2024-01-11 13:40:07,Partner A,traffic is not moving,text,commute,checking in,distance
2024-01-11 13:41:14,Partner A,i swear goodnight?,text,sleep,checking in,distance
2024-01-11 13:52:01,Partner A,tired,text,commute,checking in,distance
2024-01-11 13:54:04,Partner A,[sticker],sticker,affection,warm,distance
2024-01-11 13:57:00,Partner B,goodnight,text,affection,warm,distance
2024-01-11 19:01:50,Partner A,pls i am at the gate,text,commute,checking in,distance
2024-01-11 19:02:08,Partner A,why didn't you say anything,text,conflict,frustrated,distance
2024-01-11 19:07:10,Partner A,no because i like us?,text,affection,warm,distance
2024-01-11 19:10:12,Partner A,eat what,text,food,checking in,distance
2024-01-11 19:17:00,Partner A,?,text,affection,warm,distance
2024-01-11 19:32:34,Partner A,i am drowning in slides?,text,work,checking in,distance
2024-01-11 19:37:54,Partner A,lol,text,food,checking in,distance
2024-01-11 19:40:03,Partner A,omg send me the address again,text,commute,checking in,distance
2024-01-11 19:51:11,Partner B,tickets are in my email?,text,plans,checking in,distance
2024-01-11 19:52:04,Partner A,arrived,text,commute,checking in,distance
2024-01-11 20:01:09,Partner B,deploy ran late so i was stuck for a while,text,work,checking in,distance
2024-01-11 20:03:03,Partner A,what are we eating?,text,food,checking in,distance
2024-01-11 20:07:54,Partner B,next time i'll say it earlier instead of vanishing,text,repair,repairing,distance
2024-01-11 20:13:08,Partner A,not funny,text,commute,checking in,distance
2024-01-11 20:21:07,Partner A,tired,text,sleep,checking in,distance
2024-01-11 20:27:04,Partner A,goodnight babe?,text,affection,warm,distance
2024-01-11 20:27:08,Partner B,later,text,commute,checking in,distance
2024-01-11 20:30:05,Partner B,[voice 4s],voice,food,checking in,distance
2024-01-11 20:33:06,Partner A,ah,text,repair,repairing,distance
2024-01-11 20:36:08,Partner A,omg,text,affection,warm,distance
2024-01-11 20:42:03,Partner B,you need rest,text,sleep,checking in,distance
2024-01-11 20:53:10,Partner B,saw it,text,family,checking in,distance
2024-01-11 20:55:09,Partner B,i'll pick you up after this last call,text,commute,checking in,distance
2024-01-11 21:03:01,Partner A,i swear wake me up at eight,text,sleep,checking in,distance
2024-01-11 21:12:07,Partner A,miss you,text,affection,warm,distance
2024-01-11 21:25:02,Partner B,my bad,text,plans,checking in,distance
2024-01-11 22:01:00,Partner A,eat what,text,plans,checking in,distance
2024-01-11 22:01:55,Partner A,are we still going tomorrow?,text,plans,checking in,distance
2024-01-11 22:03:55,Partner B,close your laptop,text,sleep,checking in,distance
2024-01-11 22:05:07,Partner A,traffic is not moving,text,commute,checking in,distance
2024-01-11 22:16:10,Partner B,[voice 9s],voice,plans,checking in,distance
2024-01-11 22:36:03,Partner A,fine,text,commute,checking in,distance
2024-01-11 22:36:05,Partner A,tired,text,sleep,checking in,distance
2024-01-11 22:41:06,Partner A,are you sleeping,text,sleep,checking in,distance
